chart_week,title,performer,wks_on_chart
9/20/1969,Little Woman,Bobby Sherman,5
9/20/1969,I Can't Get Next To You,The Temptations,6
9/13/1969,Honky Tonk Women,The Rolling Stones,9
9/13/1969,"Sugar, Sugar",The Archies,8
9/13/1969,A Boy Named Sue,Johnny Cash,8
9/13/1969,Green River,Creedence Clearwater Revival,7
9/13/1969,Get Together,The Youngbloods,20
9/13/1969,I'll Never Fall In Love Again,Tom Jones,15
9/13/1969,Lay Lady Lay,Bob Dylan,10
9/13/1969,Easy To Be Hard,Three Dog Night,6
9/13/1969,Put A Little Love In Your Heart,Jackie DeShannon,12
9/13/1969,I Can't Get Next To You,The Temptations,5
9/6/1969,Honky Tonk Women,The Rolling Stones,8
9/6/1969,A Boy Named Sue,Johnny Cash,7
9/6/1969,"Sugar, Sugar",The Archies,7
9/6/1969,Green River,Creedence Clearwater Revival,6
9/6/1969,Get Together,The Youngbloods,19
9/6/1969,Put A Little Love In Your Heart,Jackie DeShannon,11
9/6/1969,Lay Lady Lay,Bob Dylan,9
9/6/1969,Easy To Be Hard,Three Dog Night,5
9/6/1969,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,11
9/6/1969,I'll Never Fall In Love Again,Tom Jones,14
8/30/1969,Honky Tonk Women,The Rolling Stones,7
8/30/1969,A Boy Named Sue,Johnny Cash,6
8/30/1969,"Sugar, Sugar",The Archies,6
8/30/1969,Put A Little Love In Your Heart,Jackie DeShannon,10
8/30/1969,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,10
8/30/1969,Get Together,The Youngbloods,18
8/30/1969,Green River,Creedence Clearwater Revival,5
8/30/1969,In The Year 2525,Zager & Evans,11
8/30/1969,Lay Lady Lay,Bob Dylan,8
8/30/1969,Crystal Blue Persuasion,Tommy James And The Shondells,13
8/23/1969,Honky Tonk Women,The Rolling Stones,6
8/23/1969,A Boy Named Sue,Johnny Cash,5
8/23/1969,Crystal Blue Persuasion,Tommy James And The Shondells,12
8/23/1969,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,9
8/23/1969,In The Year 2525,Zager & Evans,10
8/23/1969,Put A Little Love In Your Heart,Jackie DeShannon,9
8/23/1969,Green River,Creedence Clearwater Revival,4
8/23/1969,Polk Salad Annie,Tony Joe White,8
8/23/1969,Get Together,The Youngbloods,17
8/23/1969,Laughing,The Guess Who,7
8/16/1969,In The Year 2525,Zager & Evans,9
8/16/1969,Honky Tonk Women,The Rolling Stones,5
8/16/1969,Crystal Blue Persuasion,Tommy James And The Shondells,11
8/16/1969,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,8
8/16/1969,A Boy Named Sue,Johnny Cash,4
8/16/1969,Put A Little Love In Your Heart,Jackie DeShannon,8
8/16/1969,"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,11
8/16/1969,My Cherie Amour,Stevie Wonder,12
8/16/1969,What Does It Take (To Win Your Love),Jr. Walker & The All Stars,14
8/16/1969,"Baby, I Love You",Andy Kim,13
8/9/1969,In The Year 2525,Zager & Evans,8
8/9/1969,Crystal Blue Persuasion,Tommy James And The Shondells,10
8/9/1969,Honky Tonk Women,The Rolling Stones,4
8/9/1969,What Does It Take (To Win Your Love),Jr. Walker & The All Stars,13
8/9/1969,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,7
8/9/1969,"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,10
8/9/1969,A Boy Named Sue,Johnny Cash,3
8/9/1969,My Cherie Amour,Stevie Wonder,11
8/9/1969,Put A Little Love In Your Heart,Jackie DeShannon,7
8/9/1969,"Baby, I Love You",Andy Kim,12
8/2/1969,In The Year 2525,Zager & Evans,7
8/2/1969,Crystal Blue Persuasion,Tommy James And The Shondells,9
8/2/1969,Spinning Wheel,"Blood, Sweat & Tears",10
8/2/1969,My Cherie Amour,Stevie Wonder,10
8/2/1969,What Does It Take (To Win Your Love),Jr. Walker & The All Stars,12
8/2/1969,"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,9
8/2/1969,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,6
8/2/1969,Honky Tonk Women,The Rolling Stones,3
8/2/1969,"Baby, I Love You",Andy Kim,11
8/2/1969,The Ballad Of John And Yoko,The Beatles,8
7/26/1969,In The Year 2525,Zager & Evans,6
7/26/1969,Crystal Blue Persuasion,Tommy James And The Shondells,8
7/26/1969,Spinning Wheel,"Blood, Sweat & Tears",9
7/26/1969,My Cherie Amour,Stevie Wonder,9
7/26/1969,What Does It Take (To Win Your Love),Jr. Walker & The All Stars,11
7/26/1969,Good Morning Starshine,Oliver,10
7/26/1969,One,Three Dog Night,13
7/26/1969,The Ballad Of John And Yoko,The Beatles,7
7/26/1969,"Baby, I Love You",Andy Kim,10
7/26/1969,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,12
7/19/1969,In The Year 2525,Zager & Evans,5
7/19/1969,Spinning Wheel,"Blood, Sweat & Tears",8
7/19/1969,Good Morning Starshine,Oliver,9
7/19/1969,Crystal Blue Persuasion,Tommy James And The Shondells,7
7/19/1969,What Does It Take (To Win Your Love),Jr. Walker & The All Stars,10
7/19/1969,One,Three Dog Night,12
7/19/1969,Color Him Father,The Winstons,9
7/19/1969,The Ballad Of John And Yoko,The Beatles,6
7/19/1969,My Cherie Amour,Stevie Wonder,8
7/19/1969,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,11
7/12/1969,In The Year 2525,Zager & Evans,4
7/12/1969,Spinning Wheel,"Blood, Sweat & Tears",7
7/12/1969,Good Morning Starshine,Oliver,8
7/12/1969,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,10
7/12/1969,One,Three Dog Night,11
7/12/1969,Crystal Blue Persuasion,Tommy James And The Shondells,6
7/12/1969,Bad Moon Rising,Creedence Clearwater Revival,11
7/12/1969,The Ballad Of John And Yoko,The Beatles,5
7/12/1969,Color Him Father,The Winstons,8
7/12/1969,What Does It Take (To Win Your Love),Jr. Walker & The All Stars,9
7/5/1969,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,9
7/5/1969,Spinning Wheel,"Blood, Sweat & Tears",6
7/5/1969,Bad Moon Rising,Creedence Clearwater Revival,10
7/5/1969,Good Morning Starshine,Oliver,7
7/5/1969,One,Three Dog Night,10
7/5/1969,Get Back,The Beatles With Billy Preston,9
7/5/1969,Crystal Blue Persuasion,Tommy James And The Shondells,5
7/5/1969,In The Year 2525,Zager & Evans,3
7/5/1969,Color Him Father,The Winstons,7
7/5/1969,Too Busy Thinking About My Baby,Marvin Gaye,11
6/28/1969,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,8
6/28/1969,Bad Moon Rising,Creedence Clearwater Revival,9
6/28/1969,Get Back,The Beatles With Billy Preston,8
6/28/1969,Too Busy Thinking About My Baby,Marvin Gaye,10
6/28/1969,One,Three Dog Night,9
6/28/1969,Spinning Wheel,"Blood, Sweat & Tears",5
6/28/1969,In The Ghetto,Elvis Presley,9
6/28/1969,Good Morning Starshine,Oliver,6
6/28/1969,Israelites,Desmond Dekker And The Aces,7
6/28/1969,Grazing In The Grass,The Friends Of Distinction,13
6/21/1969,Get Back,The Beatles With Billy Preston,7
6/21/1969,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,7
6/21/1969,Bad Moon Rising,Creedence Clearwater Revival,8
6/21/1969,In The Ghetto,Elvis Presley,8
6/21/1969,Too Busy Thinking About My Baby,Marvin Gaye,9
6/21/1969,One,Three Dog Night,8
6/21/1969,Love (Can Make You Happy),Mercy,11
6/21/1969,Grazing In The Grass,The Friends Of Distinction,12
6/21/1969,Good Morning Starshine,Oliver,5
6/21/1969,Spinning Wheel,"Blood, Sweat & Tears",4
6/14/1969,Get Back,The Beatles With Billy Preston,6
6/14/1969,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,6
6/14/1969,In The Ghetto,Elvis Presley,7
6/14/1969,Bad Moon Rising,Creedence Clearwater Revival,7
6/14/1969,Love (Can Make You Happy),Mercy,10
6/14/1969,Grazing In The Grass,The Friends Of Distinction,11
6/14/1969,Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,8
6/14/1969,Too Busy Thinking About My Baby,Marvin Gaye,8
6/14/1969,These Eyes,The Guess Who,11
6/14/1969,One,Three Dog Night,7
6/7/1969,Get Back,The Beatles With Billy Preston,5
6/7/1969,Love (Can Make You Happy),Mercy,9
6/7/1969,Grazing In The Grass,The Friends Of Distinction,10
6/7/1969,Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,7
6/7/1969,Bad Moon Rising,Creedence Clearwater Revival,6
6/7/1969,In The Ghetto,Elvis Presley,6
6/7/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,14
6/7/1969,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,5
6/7/1969,These Eyes,The Guess Who,10
6/7/1969,Too Busy Thinking About My Baby,Marvin Gaye,7
5/31/1969,Get Back,The Beatles With Billy Preston,4
5/31/1969,Love (Can Make You Happy),Mercy,8
5/31/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,13
5/31/1969,Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,6
5/31/1969,Hair,The Cowsills,12
5/31/1969,These Eyes,The Guess Who,9
5/31/1969,Atlantis,Donovan,9
5/31/1969,Gitarzan,Ray Stevens,9
5/31/1969,In The Ghetto,Elvis Presley,5
5/31/1969,Grazing In The Grass,The Friends Of Distinction,9
5/24/1969,Get Back,The Beatles With Billy Preston,3
5/24/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,12
5/24/1969,Love (Can Make You Happy),Mercy,7
5/24/1969,Hair,The Cowsills,11
5/24/1969,Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,5
5/24/1969,It's Your Thing,The Isley Brothers,11
5/24/1969,Atlantis,Donovan,8
5/24/1969,The Boxer,Simon & Garfunkel,7
5/24/1969,Gitarzan,Ray Stevens,8
5/24/1969,These Eyes,The Guess Who,8
5/17/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,11
5/17/1969,Hair,The Cowsills,10
5/17/1969,Get Back,The Beatles With Billy Preston,2
5/17/1969,It's Your Thing,The Isley Brothers,10
5/17/1969,Love (Can Make You Happy),Mercy,6
5/17/1969,Hawaii Five-O,The Ventures,11
5/17/1969,The Boxer,Simon & Garfunkel,6
5/17/1969,Atlantis,Donovan,7
5/17/1969,Gitarzan,Ray Stevens,7
5/17/1969,These Eyes,The Guess Who,7
5/10/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,10
5/10/1969,Hair,The Cowsills,9
5/10/1969,It's Your Thing,The Isley Brothers,9
5/10/1969,Hawaii Five-O,The Ventures,10
5/10/1969,You've Made Me So Very Happy,"Blood, Sweat & Tears",11
5/10/1969,Time Is Tight,Booker T. & The MG's,9
5/10/1969,Sweet Cherry Wine,Tommy James And The Shondells,8
5/10/1969,The Boxer,Simon & Garfunkel,5
5/10/1969,Atlantis,Donovan,6
5/10/1969,Get Back,The Beatles With Billy Preston,1
5/3/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,9
5/3/1969,It's Your Thing,The Isley Brothers,8
5/3/1969,Hair,The Cowsills,8
5/3/1969,You've Made Me So Very Happy,"Blood, Sweat & Tears",10
5/3/1969,Only The Strong Survive,Jerry Butler,10
5/3/1969,Time Is Tight,Booker T. & The MG's,8
5/3/1969,Sweet Cherry Wine,Tommy James And The Shondells,7
5/3/1969,Hawaii Five-O,The Ventures,9
5/3/1969,The Boxer,Simon & Garfunkel,4
5/3/1969,Galveston,Glen Campbell,10
4/26/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,8
4/26/1969,You've Made Me So Very Happy,"Blood, Sweat & Tears",9
4/26/1969,It's Your Thing,The Isley Brothers,7
4/26/1969,Hair,The Cowsills,7
4/26/1969,Only The Strong Survive,Jerry Butler,9
4/26/1969,Twenty-Five Miles,Edwin Starr,11
4/26/1969,Galveston,Glen Campbell,9
4/26/1969,Time Is Tight,Booker T. & The MG's,7
4/26/1969,Dizzy,Tommy Roe,13
4/26/1969,Sweet Cherry Wine,Tommy James And The Shondells,6
4/19/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,7
4/19/1969,You've Made Me So Very Happy,"Blood, Sweat & Tears",8
4/19/1969,It's Your Thing,The Isley Brothers,6
4/19/1969,Only The Strong Survive,Jerry Butler,8
4/19/1969,Dizzy,Tommy Roe,12
4/19/1969,Galveston,Glen Campbell,8
4/19/1969,Hair,The Cowsills,6
4/19/1969,Twenty-Five Miles,Edwin Starr,10
4/19/1969,Time Of The Season,The Zombies,11
4/19/1969,Rock Me,Steppenwolf,8
4/12/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,6
4/12/1969,You've Made Me So Very Happy,"Blood, Sweat & Tears",7
4/12/1969,Dizzy,Tommy Roe,11
4/12/1969,Galveston,Glen Campbell,7
4/12/1969,Time Of The Season,The Zombies,10
4/12/1969,Only The Strong Survive,Jerry Butler,7
4/12/1969,It's Your Thing,The Isley Brothers,5
4/12/1969,Hair,The Cowsills,5
4/12/1969,"Run Away Child, Running Wild",The Temptations,9
4/12/1969,Twenty-Five Miles,Edwin Starr,9
4/5/1969,Dizzy,Tommy Roe,10
4/5/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,5
4/5/1969,Time Of The Season,The Zombies,9
4/5/1969,You've Made Me So Very Happy,"Blood, Sweat & Tears",6
4/5/1969,Galveston,Glen Campbell,6
4/5/1969,"Run Away Child, Running Wild",The Temptations,8
4/5/1969,Only The Strong Survive,Jerry Butler,6
4/5/1969,Traces,Classics IV Featuring Dennis Yost,9
4/5/1969,My Whole World Ended (The Moment You Left Me),David Ruffin,8
4/5/1969,Proud Mary,Creedence Clearwater Revival,11
3/29/1969,Dizzy,Tommy Roe,9
3/29/1969,Traces,Classics IV Featuring Dennis Yost,8
3/29/1969,Time Of The Season,The Zombies,8
3/29/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,4
3/29/1969,Proud Mary,Creedence Clearwater Revival,10
3/29/1969,"Run Away Child, Running Wild",The Temptations,7
3/29/1969,Indian Giver,1910 Fruitgum Co.,10
3/29/1969,Galveston,Glen Campbell,5
3/29/1969,My Whole World Ended (The Moment You Left Me),David Ruffin,7
3/29/1969,Only The Strong Survive,Jerry Butler,5
3/22/1969,Dizzy,Tommy Roe,8
3/22/1969,Proud Mary,Creedence Clearwater Revival,9
3/22/1969,Traces,Classics IV Featuring Dennis Yost,7
3/22/1969,Build Me Up Buttercup,The Foundations,12
3/22/1969,Indian Giver,1910 Fruitgum Co.,9
3/22/1969,Time Of The Season,The Zombies,7
3/22/1969,This Girl's In Love With You,Dionne Warwick,8
3/22/1969,Everyday People,Sly & The Family Stone,17
3/22/1969,Crimson And Clover,Tommy James And The Shondells,15
3/22/1969,"Run Away Child, Running Wild",The Temptations,6
3/15/1969,Dizzy,Tommy Roe,7
3/15/1969,Proud Mary,Creedence Clearwater Revival,8
3/15/1969,Everyday People,Sly & The Family Stone,16
3/15/1969,Build Me Up Buttercup,The Foundations,11
3/15/1969,Traces,Classics IV Featuring Dennis Yost,6
3/15/1969,Crimson And Clover,Tommy James And The Shondells,14
3/15/1969,This Girl's In Love With You,Dionne Warwick,7
3/15/1969,Indian Giver,1910 Fruitgum Co.,8
3/15/1969,Time Of The Season,The Zombies,6
3/15/1969,This Magic Moment,Jay & The Americans,12
3/8/1969,Everyday People,Sly & The Family Stone,15
3/8/1969,Proud Mary,Creedence Clearwater Revival,7
3/8/1969,Build Me Up Buttercup,The Foundations,10
3/8/1969,Dizzy,Tommy Roe,6
3/8/1969,Crimson And Clover,Tommy James And The Shondells,13
3/8/1969,This Magic Moment,Jay & The Americans,11
3/8/1969,This Girl's In Love With You,Dionne Warwick,6
3/8/1969,"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,10
3/8/1969,Touch Me,The Doors,11
3/8/1969,Indian Giver,1910 Fruitgum Co.,7
3/1/1969,Everyday People,Sly & The Family Stone,14
3/1/1969,Crimson And Clover,Tommy James And The Shondells,12
3/1/1969,Build Me Up Buttercup,The Foundations,9
3/1/1969,Touch Me,The Doors,10
3/1/1969,Proud Mary,Creedence Clearwater Revival,6
3/1/1969,You Showed Me,The Turtles,9
3/1/1969,This Magic Moment,Jay & The Americans,10
3/1/1969,"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,9
3/1/1969,Worst That Could Happen,Brooklyn Bridge,11
3/1/1969,Dizzy,Tommy Roe,5
2/22/1969,Everyday People,Sly & The Family Stone,13
2/22/1969,Crimson And Clover,Tommy James And The Shondells,11
2/22/1969,Build Me Up Buttercup,The Foundations,8
2/22/1969,Touch Me,The Doors,9
2/22/1969,Can I Change My Mind,Tyrone Davis,10
2/22/1969,Worst That Could Happen,Brooklyn Bridge,10
2/22/1969,You Showed Me,The Turtles,8
2/22/1969,This Magic Moment,Jay & The Americans,9
2/22/1969,Proud Mary,Creedence Clearwater Revival,5
2/22/1969,I'm Livin' In Shame,Diana Ross & The Supremes,5
2/15/1969,Everyday People,Sly & The Family Stone,12
2/15/1969,Crimson And Clover,Tommy James And The Shondells,10
2/15/1969,Touch Me,The Doors,8
2/15/1969,Build Me Up Buttercup,The Foundations,7
2/15/1969,Worst That Could Happen,Brooklyn Bridge,9
2/15/1969,Can I Change My Mind,Tyrone Davis,9
2/15/1969,You Showed Me,The Turtles,7
2/15/1969,I Heard It Through The Grapevine,Marvin Gaye,13
2/15/1969,Hang 'Em High,Booker T. & The MG's,15
2/15/1969,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,11
2/8/1969,Crimson And Clover,Tommy James And The Shondells,9
2/8/1969,Everyday People,Sly & The Family Stone,11
2/8/1969,Worst That Could Happen,Brooklyn Bridge,8
2/8/1969,Touch Me,The Doors,7
2/8/1969,Build Me Up Buttercup,The Foundations,6
2/8/1969,I Started A Joke,Bee Gees,8
2/8/1969,I Heard It Through The Grapevine,Marvin Gaye,12
2/8/1969,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,10
2/8/1969,Hang 'Em High,Booker T. & The MG's,14
2/8/1969,Can I Change My Mind,Tyrone Davis,8
2/1/1969,Crimson And Clover,Tommy James And The Shondells,8
2/1/1969,Everyday People,Sly & The Family Stone,10
2/1/1969,Worst That Could Happen,Brooklyn Bridge,7
2/1/1969,Touch Me,The Doors,6
2/1/1969,I Heard It Through The Grapevine,Marvin Gaye,11
2/1/1969,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,9
2/1/1969,I Started A Joke,Bee Gees,7
2/1/1969,Hooked On A Feeling,B.J. Thomas,12
2/1/1969,Soulful Strut,Young-Holt Unlimited,10
2/1/1969,Build Me Up Buttercup,The Foundations,5
1/25/1969,I Heard It Through The Grapevine,Marvin Gaye,10
1/25/1969,Crimson And Clover,Tommy James And The Shondells,7
1/25/1969,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,8
1/25/1969,Soulful Strut,Young-Holt Unlimited,9
1/25/1969,Everyday People,Sly & The Family Stone,9
1/25/1969,Hooked On A Feeling,B.J. Thomas,11
1/25/1969,Touch Me,The Doors,5
1/25/1969,Worst That Could Happen,Brooklyn Bridge,6
1/25/1969,I Started A Joke,Bee Gees,6
1/25/1969,Son-Of-A Preacher Man,Dusty Springfield,9
1/18/1969,I Heard It Through The Grapevine,Marvin Gaye,9
1/18/1969,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,7
1/18/1969,Soulful Strut,Young-Holt Unlimited,8
1/18/1969,Crimson And Clover,Tommy James And The Shondells,6
1/18/1969,Hooked On A Feeling,B.J. Thomas,10
1/18/1969,Wichita Lineman,Glen Campbell,12
1/18/1969,For Once In My Life,Stevie Wonder,12
1/18/1969,Touch Me,The Doors,4
1/18/1969,Worst That Could Happen,Brooklyn Bridge,5
1/18/1969,Son-Of-A Preacher Man,Dusty Springfield,8
1/11/1969,I Heard It Through The Grapevine,Marvin Gaye,8
1/11/1969,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,6
1/11/1969,Wichita Lineman,Glen Campbell,11
1/11/1969,Soulful Strut,Young-Holt Unlimited,7
1/11/1969,Hooked On A Feeling,B.J. Thomas,9
1/11/1969,Cloud Nine,The Temptations,9
1/11/1969,For Once In My Life,Stevie Wonder,11
1/11/1969,Crimson And Clover,Tommy James And The Shondells,5
1/11/1969,Love Child,Diana Ross & The Supremes,13
1/11/1969,I Love How You Love Me,Bobby Vinton,11
1/4/1969,I Heard It Through The Grapevine,Marvin Gaye,7
1/4/1969,For Once In My Life,Stevie Wonder,10
1/4/1969,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,5
1/4/1969,Soulful Strut,Young-Holt Unlimited,6
1/4/1969,Wichita Lineman,Glen Campbell,10
1/4/1969,Cloud Nine,The Temptations,8
1/4/1969,Love Child,Diana Ross & The Supremes,12
1/4/1969,Stormy,Classics IV Featuring Dennis Yost,11
1/4/1969,Who's Making Love,Johnnie Taylor,11
1/4/1969,Hooked On A Feeling,B.J. Thomas,8
12/28/1968,I Heard It Through The Grapevine,Marvin Gaye,6
12/28/1968,For Once In My Life,Stevie Wonder,9
12/28/1968,Love Child,Diana Ross & The Supremes,11
12/28/1968,Wichita Lineman,Glen Campbell,9
12/28/1968,Stormy,Classics IV Featuring Dennis Yost,10
12/28/1968,"Abraham, Martin And John",Dion,10
12/28/1968,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,4
12/28/1968,Who's Making Love,Johnnie Taylor,10
12/28/1968,I Love How You Love Me,Bobby Vinton,9
12/28/1968,Cloud Nine,The Temptations,7
12/21/1968,I Heard It Through The Grapevine,Marvin Gaye,5
12/21/1968,Love Child,Diana Ross & The Supremes,10
12/21/1968,For Once In My Life,Stevie Wonder,8
12/21/1968,"Abraham, Martin And John",Dion,9
12/21/1968,Wichita Lineman,Glen Campbell,8
12/21/1968,Stormy,Classics IV Featuring Dennis Yost,9
